[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3047188499.mod line: 7
[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3375256356.mod line: 6
[20:13:22][no_game_date][persistent.cpp:66]: Error: "Unexpected token: thumbnail.png, near line: 8" in file: "mod/ugc_3585920882.mod" near line: 8
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SIC, near line: 551" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 556
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'GDC' in common/factions/goals/faction_goals_short_term.txt line : 602
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GDC, near line: 602" in file: "common/factions/goals/faction_goals_short_term.txt" near line: 610
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'SND' in common/decisions/CHI_decisions.txt line : 2585
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SND, near line: 2585" in file: "common/decisions/CHI_decisions.txt" near line: 2599
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'GDC' in common/decisions/CHI_decisions.txt line : 2616
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: GDC, near line: 2616" in file: "common/decisions/CHI_decisions.txt" near line: 2630
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'SIC' in common/decisions/CHI_decisions.txt line : 2655
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SIC, near line: 2655" in file: "common/decisions/CHI_decisions.txt" near line: 2669
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'XIC' in common/decisions/CHI_decisions.txt line : 2686
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: XIC, near line: 2686" in file: "common/decisions/CHI_decisions.txt" near line: 2700
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'NXM' in common/decisions/CHI_decisions.txt line : 2717
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: NXM, near line: 2717" in file: "common/decisions/CHI_decisions.txt" near line: 2731
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'GSM' in common/decisions/CHI_decisions.txt line : 2748
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: GSM, near line: 2748" in file: "common/decisions/CHI_decisions.txt" near line: 2762
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'KHM' in common/decisions/CHI_decisions.txt line : 2779
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: KHM, near line: 2779" in file: "common/decisions/CHI_decisions.txt" near line: 2793
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'XIC' in common/decisions/CHI_decisions.txt line : 4528
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'XIC' in common/decisions/CHI_decisions.txt line : 4532
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: XIC, near line: 4528
Unknown trigger-type: XIC, near line: 4532" in file: "common/decisions/CHI_decisions.txt" near line: 4535
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in common/decisions/CHI_decisions.txt line : 6225
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BRM, near line: 6225" in file: "common/decisions/CHI_decisions.txt" near line: 6233
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'GDC' in common/decisions/CHI_decisions.txt line : 6622
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GDC, near line: 6622" in file: "common/decisions/CHI_decisions.txt" near line: 6625
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'GDC' in common/decisions/CHI_decisions.txt line : 6628
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GDC, near line: 6628" in file: "common/decisions/CHI_decisions.txt" near line: 6634
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'GDC' in common/decisions/CHI_decisions.txt line : 6653
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: GDC, near line: 6653" in file: "common/decisions/CHI_decisions.txt" near line: 6659
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'SND' in common/decisions/CHI_decisions.txt line : 6685
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SND, near line: 6685" in file: "common/decisions/CHI_decisions.txt" near line: 6688
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'SND' in common/decisions/CHI_decisions.txt line : 6691
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SND, near line: 6691" in file: "common/decisions/CHI_decisions.txt" near line: 6697
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'SND' in common/decisions/CHI_decisions.txt line : 6716
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SND, near line: 6716" in file: "common/decisions/CHI_decisions.txt" near line: 6722
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'HBC' in common/decisions/CHI_decisions.txt line : 6748
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: HBC, near line: 6748" in file: "common/decisions/CHI_decisions.txt" near line: 6751
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'HBC' in common/decisions/CHI_decisions.txt line : 6754
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: HBC, near line: 6754" in file: "common/decisions/CHI_decisions.txt" near line: 6760
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'HBC' in common/decisions/CHI_decisions.txt line : 6779
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: HBC, near line: 6779" in file: "common/decisions/CHI_decisions.txt" near line: 6785
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'SIC' in common/decisions/CHI_decisions.txt line : 6937
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SIC, near line: 6937" in file: "common/decisions/CHI_decisions.txt" near line: 6940
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'SIC' in common/decisions/CHI_decisions.txt line : 6943
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SIC, near line: 6943" in file: "common/decisions/CHI_decisions.txt" near line: 6949
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'SIC' in common/decisions/CHI_decisions.txt line : 6968
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: SIC, near line: 6968" in file: "common/decisions/CHI_decisions.txt" near line: 6974
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'XIC' in common/decisions/CHI_decisions.txt line : 7000
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: XIC, near line: 7000" in file: "common/decisions/CHI_decisions.txt" near line: 7003
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'XIC' in common/decisions/CHI_decisions.txt line : 7006
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: XIC, near line: 7006" in file: "common/decisions/CHI_decisions.txt" near line: 7012
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'XIC' in common/decisions/CHI_decisions.txt line : 7031
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: XIC, near line: 7031" in file: "common/decisions/CHI_decisions.txt" near line: 7037
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'NXM' in common/decisions/CHI_decisions.txt line : 7126
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: NXM, near line: 7126" in file: "common/decisions/CHI_decisions.txt" near line: 7129
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'NXM' in common/decisions/CHI_decisions.txt line : 7132
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: NXM, near line: 7132" in file: "common/decisions/CHI_decisions.txt" near line: 7138
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'NXM' in common/decisions/CHI_decisions.txt line : 7157
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: NXM, near line: 7157" in file: "common/decisions/CHI_decisions.txt" near line: 7163
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'GSM' in common/decisions/CHI_decisions.txt line : 7189
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GSM, near line: 7189" in file: "common/decisions/CHI_decisions.txt" near line: 7192
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'GSM' in common/decisions/CHI_decisions.txt line : 7195
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: GSM, near line: 7195" in file: "common/decisions/CHI_decisions.txt" near line: 7201
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'GSM' in common/decisions/CHI_decisions.txt line : 7220
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: GSM, near line: 7220" in file: "common/decisions/CHI_decisions.txt" near line: 7226
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'KHM' in common/decisions/CHI_decisions.txt line : 7252
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KHM, near line: 7252" in file: "common/decisions/CHI_decisions.txt" near line: 7255
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'KHM' in common/decisions/CHI_decisions.txt line : 7258
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KHM, near line: 7258" in file: "common/decisions/CHI_decisions.txt" near line: 7264
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'KHM' in common/decisions/CHI_decisions.txt line : 7283
[20:13:38][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: KHM, near line: 7283" in file: "common/decisions/CHI_decisions.txt" near line: 7289
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'KUM' in common/decisions/CHI_decisions.txt line : 7315
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KUM, near line: 7315" in file: "common/decisions/CHI_decisions.txt" near line: 7318
[20:13:38][no_game_date][trigger.cpp:700]: Invalid trigger 'KUM' in common/decisions/CHI_decisions.txt line : 7321
[20:13:38][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: KUM, near line: 7321" in file: "common/decisions/CHI_decisions.txt" near line: 7327
[20:13:38][no_game_date][effect.cpp:443]: Invalid effect 'KUM' in common/decisions/CHI_decisions.txt line : 7346
